recipe_line_id,dish_code,cost_card_code,tech_card_code,recipe_version,ingredient_id,ingredient_name,component_type,production_stage,semi_finished_candidate_code,gross_qty,gross_unit,net_qty,net_unit,projected_output_contribution,output_unit,projected_preparation_loss,projected_process_loss,parameter_status,evidence_ids,calculation_method,source_date,confirmation_owner,blocker_ids,validation_note
RCP-0179,VKM-020,VKC-020,VKT-020,0.1.0-DRAFT,ING-086,Зелень и лайм,RAW_OR_FLATTENED_COMPONENT,Финиш,,13,г,10,г,10,г,3,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0180,VKM-021,VKC-021,VKT-021,0.1.0-DRAFT,ING-087,Бриошь VKM-008,RAW_OR_FLATTENED_COMPONENT,Сборка,VSF-006,85,г,85,г,85,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0181,VKM-021,VKC-021,VKT-021,0.1.0-DRAFT,ING-088,Говядина для котлеты,RAW_OR_FLATTENED_COMPONENT,Котлета,VSF-021,175,г,165,г,145,г,10,20,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0182,VKM-021,VKC-021,VKT-021,0.1.0-DRAFT,ING-089,Жир говяжий или иной компонент котлеты,RAW_OR_FLATTENED_COMPONENT,Котлета,VSF-021,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0183,VKM-021,VKC-021,VKT-021,0.1.0-DRAFT,ING-090,Сыр ломтиковый,RAW_OR_FLATTENED_COMPONENT,Сборка,,20,г,20,г,20,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0184,VKM-021,VKC-021,VKT-021,0.1.0-DRAFT,ING-091,Томат,RAW_OR_FLATTENED_COMPONENT,Сборка,,34,г,30,г,30,г,4,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0185,VKM-021,VKC-021,VKT-021,0.1.0-DRAFT,ING-092,Огурец маринованный,RAW_OR_FLATTENED_COMPONENT,Сборка,,23,г,20,г,20,г,3,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0186,VKM-021,VKC-021,VKT-021,0.1.0-DRAFT,ING-093,Лук,RAW_OR_FLATTENED_COMPONENT,Сборка,,12,г,10,г,10,г,2,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0187,VKM-021,VKC-021,VKT-021,0.1.0-DRAFT,ING-094,Соус эмульсионный,RAW_OR_FLATTENED_COMPONENT,Соус,VSF-022,20,г,20,г,20,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0188,VKM-021,VKC-021,VKT-021,0.1.0-DRAFT,ING-095,Соус томатный,RAW_OR_FLATTENED_COMPONENT,Соус,VSF-022,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0189,VKM-021,VKC-021,VKT-021,0.1.0-DRAFT,ING-096,Салат листовой,RAW_OR_FLATTENED_COMPONENT,Сборка,,12,г,10,г,10,г,2,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0190,VKM-022,VKC-022,VKT-022,0.1.0-DRAFT,ING-097,Говяжья вырезка,RAW_OR_FLATTENED_COMPONENT,Миньоны,VSF-023,255,г,240,г,220,г,15,20,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0191,VKM-022,VKC-022,VKT-022,0.1.0-DRAFT,ING-098,Бульон или мясной сок,RAW_OR_FLATTENED_COMPONENT,Соус,VSF-024,35,г,35,г,30,г,0,5,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0192,VKM-022,VKC-022,VKT-022,0.1.0-DRAFT,ING-027,Масло сливочное,RAW_OR_FLATTENED_COMPONENT,Соус,VSF-024,10,г,10,г,10,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0193,VKM-022,VKC-022,VKT-022,0.1.0-DRAFT,ING-024,Масло растительное,RAW_OR_FLATTENED_COMPONENT,Обработка,,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0194,VKM-022,VKC-022,VKT-022,0.1.0-DRAFT,ING-007,Чеснок,RAW_OR_FLATTENED_COMPONENT,Ароматика,,5.5,г,5,г,5,г,0.5,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0195,VKM-022,VKC-022,VKT-022,0.1.0-DRAFT,ING-063,Пряные травы,RAW_OR_FLATTENED_COMPONENT,Ароматика,,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0196,VKM-022,VKC-022,VKT-022,0.1.0-DRAFT,ING-059,Зелень,RAW_OR_FLATTENED_COMPONENT,Финиш,,6,г,5,г,5,г,1,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0197,VKM-022,VKC-022,VKT-022,0.1.0-DRAFT,ING-099,Маринад нейтральный проектный,RAW_OR_FLATTENED_COMPONENT,Маринад,,18,г,18,г,18,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0198,VKM-022,VKC-022,VKT-022,0.1.0-DRAFT,ING-033,Соль и специи,RAW_OR_FLATTENED_COMPONENT,Корректировка вкуса,,2,г,2,г,2,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0199,VKM-023,VKC-023,VKT-023,0.1.0-DRAFT,ING-072,Картофель,RAW_OR_FLATTENED_COMPONENT,Основная рецептура,VSF-011,170,г,150,г,135,г,20,15,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0200,VKM-023,VKC-023,VKT-023,0.1.0-DRAFT,ING-024,Масло растительное,RAW_OR_FLATTENED_COMPONENT,Основная рецептура,VSF-011,10,г,10,г,10,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0201,VKM-023,VKC-023,VKT-023,0.1.0-DRAFT,ING-063,Пряные травы,RAW_OR_FLATTENED_COMPONENT,Основная рецептура,VSF-011,3,г,3,г,3,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0202,VKM-023,VKC-023,VKT-023,0.1.0-DRAFT,ING-033,Соль и специи,RAW_OR_FLATTENED_COMPONENT,Основная рецептура,VSF-011,2,г,2,г,2,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0203,VKM-024,VKC-024,VKT-024,0.1.0-DRAFT,ING-100,Рис жасмин сухой,RAW_OR_FLATTENED_COMPONENT,Варка,VSF-025,55,г,55,г,50,г,0,5,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0204,VKM-024,VKC-024,VKT-024,0.1.0-DRAFT,ING-101,"Вода питьевая, удержанная в продукте",RAW_OR_FLATTENED_COMPONENT,Варка,VSF-025,120,г,120,г,88,г,0,32,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0205,VKM-024,VKC-024,VKT-024,0.1.0-DRAFT,ING-024,Масло растительное,RAW_OR_FLATTENED_COMPONENT,Финиш,,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0206,VKM-024,VKC-024,VKT-024,0.1.0-DRAFT,ING-027,Масло сливочное,RAW_OR_FLATTENED_COMPONENT,Финиш,,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0207,VKM-024,VKC-024,VKT-024,0.1.0-DRAFT,ING-004,Соль пищевая,RAW_OR_FLATTENED_COMPONENT,Варка,,2,г,2,г,2,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0208,VKM-025,VKC-025,VKT-025,0.1.0-DRAFT,ING-084,Цукини,RAW_OR_FLATTENED_COMPONENT,Овощная подготовка,VSF-026,48,г,43,г,40,г,5,3,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0209,VKM-025,VKC-025,VKT-025,0.1.0-DRAFT,ING-043,Перец сладкий,RAW_OR_FLATTENED_COMPONENT,Овощная подготовка,VSF-026,42,г,38,г,35,г,4,3,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0210,VKM-025,VKC-025,VKT-025,0.1.0-DRAFT,ING-102,Баклажан,RAW_OR_FLATTENED_COMPONENT,Овощная подготовка,VSF-026,36,г,33,г,30,г,3,3,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0211,VKM-025,VKC-025,VKT-025,0.1.0-DRAFT,ING-103,Брокколи,RAW_OR_FLATTENED_COMPONENT,Овощная подготовка,VSF-026,31,г,28,г,25,г,3,3,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0212,VKM-025,VKC-025,VKT-025,0.1.0-DRAFT,ING-024,Масло растительное,RAW_OR_FLATTENED_COMPONENT,Обработка,,15,г,15,г,15,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0213,VKM-025,VKC-025,VKT-025,0.1.0-DRAFT,ING-063,Пряные травы,RAW_OR_FLATTENED_COMPONENT,Финиш,,3,г,3,г,3,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0214,VKM-025,VKC-025,VKT-025,0.1.0-DRAFT,ING-033,Соль и специи,RAW_OR_FLATTENED_COMPONENT,Финиш,,2,г,2,г,2,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0215,VKM-029,VKC-029,VKT-029,0.1.0-DRAFT,ING-104,Мука пшеничная кондитерская,RAW_OR_FLATTENED_COMPONENT,Бисквит,VSF-027,190,г,190,г,180,г,0,10,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0216,VKM-029,VKC-029,VKT-029,0.1.0-DRAFT,ING-026,Яйцо или меланж,RAW_OR_FLATTENED_COMPONENT,Бисквит,VSF-027,185,г,185,г,180,г,0,5,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0217,VKM-029,VKC-029,VKT-029,0.1.0-DRAFT,ING-028,Сахар,RAW_OR_FLATTENED_COMPONENT,Бисквит,VSF-027,150,г,150,г,150,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0218,VKM-029,VKC-029,VKT-029,0.1.0-DRAFT,ING-027,Масло сливочное,RAW_OR_FLATTENED_COMPONENT,Бисквит,VSF-027,70,г,70,г,70,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0219,VKM-029,VKC-029,VKT-029,0.1.0-DRAFT,ING-025,Молоко,RAW_OR_FLATTENED_COMPONENT,Бисквит,VSF-027,20,г,20,г,20,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0220,VKM-029,VKC-029,VKT-029,0.1.0-DRAFT,ING-105,Разрыхлитель,RAW_OR_FLATTENED_COMPONENT,Бисквит,VSF-027,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0221,VKM-029,VKC-029,VKT-029,0.1.0-DRAFT,ING-106,Соль,RAW_OR_FLATTENED_COMPONENT,Бисквит,VSF-027,2,г,2,г,2,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0222,VKM-029,VKC-029,VKT-029,0.1.0-DRAFT,ING-107,Черника,RAW_OR_FLATTENED_COMPONENT,Крем,VSF-028,330,г,315,г,300,г,15,15,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0223,VKM-029,VKC-029,VKT-029,0.1.0-DRAFT,ING-108,Сыр сливочный,RAW_OR_FLATTENED_COMPONENT,Крем,VSF-028,250,г,250,г,250,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0224,VKM-029,VKC-029,VKT-029,0.1.0-DRAFT,ING-077,Сливки,RAW_OR_FLATTENED_COMPONENT,Крем,VSF-028,120,г,120,г,120,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0225,VKM-029,VKC-029,VKT-029,0.1.0-DRAFT,ING-109,Сахарная пудра,RAW_OR_FLATTENED_COMPONENT,Крем,VSF-028,30,г,30,г,30,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0226,VKM-029,VKC-029,VKT-029,0.1.0-DRAFT,ING-107,Черника,RAW_OR_FLATTENED_COMPONENT,Компоте,VSF-029,200,г,190,г,180,г,10,10,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0227,VKM-029,VKC-029,VKT-029,0.1.0-DRAFT,ING-028,Сахар,RAW_OR_FLATTENED_COMPONENT,Компоте,VSF-029,70,г,70,г,70,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0228,VKM-029,VKC-029,VKT-029,0.1.0-DRAFT,ING-110,Пектин или крахмал,RAW_OR_FLATTENED_COMPONENT,Компоте,VSF-029,20,г,20,г,20,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0229,VKM-029,VKC-029,VKT-029,0.1.0-DRAFT,ING-002,Вода питьевая,RAW_OR_FLATTENED_COMPONENT,Компоте,VSF-029,40,г,40,г,30,г,0,10,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0230,VKM-029,VKC-029,VKT-029,0.1.0-DRAFT,ING-111,Глазурь проектная,RAW_OR_FLATTENED_COMPONENT,Глазурь,VSF-030,150,г,150,г,150,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0231,VKM-029,VKC-029,VKT-029,0.1.0-DRAFT,ING-112,Декор съедобный,RAW_OR_FLATTENED_COMPONENT,Декор,,45,г,43,г,43,г,2,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0232,VKM-030,VKC-030,VKT-030,0.1.0-DRAFT,ING-104,Мука пшеничная кондитерская,RAW_OR_FLATTENED_COMPONENT,Песочное тесто,VSF-031,310,г,310,г,300,г,0,10,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0233,VKM-030,VKC-030,VKT-030,0.1.0-DRAFT,ING-027,Масло сливочное,RAW_OR_FLATTENED_COMPONENT,Песочное тесто,VSF-031,180,г,180,г,180,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0234,VKM-030,VKC-030,VKT-030,0.1.0-DRAFT,ING-109,Сахарная пудра,RAW_OR_FLATTENED_COMPONENT,Песочное тесто,VSF-031,70,г,70,г,70,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0235,VKM-030,VKC-030,VKT-030,0.1.0-DRAFT,ING-026,Яйцо или меланж,RAW_OR_FLATTENED_COMPONENT,Песочное тесто,VSF-031,45,г,45,г,45,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0236,VKM-030,VKC-030,VKT-030,0.1.0-DRAFT,ING-106,Соль,RAW_OR_FLATTENED_COMPONENT,Песочное тесто,VSF-031,5,г,5,г,5,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
RCP-0237,VKM-030,VKC-030,VKT-030,0.1.0-DRAFT,ING-028,Сахар,RAW_OR_FLATTENED_COMPONENT,Солёная карамель,VSF-032,180,г,180,г,180,г,0,0,ASSUMPTION,EVD-0007;EVD-0008,Проектная декомпозиция ChefTechnologyAgent; суммы contribution нормированы к draft-выходу EVD-0005; проверить взвешиванием,2026-08-03,Chef,GAP-004;GAP-005,Не является утверждённой нормой; gross/net/output зафиксировать в контрольной серии
