mapping_id,dish_code,dish_name,menu_section,recipe_version,operation_no,operation_text,functional_codes,functional_equipment_names,capex_inv_codes,capex_requirement_statuses,capex_structure_approval_statuses,requirement_role,operation_duration_min,duration_status,duration_basis,project_design_requirement,project_design_requirement_unit,project_design_requirement_status,recipe_unit_load,recipe_unit_load_unit,recipe_unit_load_status,planning_batches_for_one_recipe_unit,planning_batch_status,planning_batch_note,selected_manufacturer,selected_model_article,passport_document_or_official_url,passport_capacity,passport_capacity_unit,capacity_status,equipment_availability_status,connections_status,suitability_status,parameter_status,evidence_ids,source_date,blocker_ids,confirmation_owner,mapping_note,next_action
EQM-0080,VKM-015,Оливки и маслины,Холодные закуски,0.1.0-DRAFT,3,смешать,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 8 min / total 40 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0081,VKM-015,Оливки и маслины,Холодные закуски,0.1.0-DRAFT,4,выдержать,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 8 min / total 40 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0082,VKM-015,Оливки и маслины,Холодные закуски,0.1.0-DRAFT,5,порционировать,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 8 min / total 40 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual baseline; CLD-08/CLD-09 remain conditional until the applicable timing gate.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0083,VKM-016,Ассорти фирменных солений,Холодные закуски,0.1.0-DRAFT,1,Подготовить и нарезать овощи,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 23 min / total 70 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual baseline; CLD-08/CLD-09 remain conditional until the applicable timing gate.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0084,VKM-016,Ассорти фирменных солений,Холодные закуски,0.1.0-DRAFT,2,приготовить маринад,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 23 min / total 70 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0085,VKM-016,Ассорти фирменных солений,Холодные закуски,0.1.0-DRAFT,3,мариновать компоненты раздельно,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 23 min / total 70 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0086,VKM-016,Ассорти фирменных солений,Холодные закуски,0.1.0-DRAFT,4,объединить при подаче,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 23 min / total 70 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0087,VKM-017,Ростбиф с луком и гренкой,Холодные закуски,0.1.0-DRAFT,1,Порционировать ростбиф,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 12 min / total 18 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual baseline; CLD-08/CLD-09 remain conditional until the applicable timing gate.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0088,VKM-017,Ростбиф с луком и гренкой,Холодные закуски,0.1.0-DRAFT,2,подготовить лук,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 12 min / total 18 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0089,VKM-017,Ростбиф с луком и гренкой,Холодные закуски,0.1.0-DRAFT,3,подсушить гренку,BAK-02,Пекарская печь,CAPEX.BAK.002,MANDATORY,APPROVED_STRUCTURE,THERMAL_PROCESS,,BLOCKED,Only dish aggregate is available: active 12 min / total 18 min; no unsupported split by operation,BAK-02: 6×600×400; программирование; пар,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0090,VKM-017,Ростбиф с луком и гренкой,Холодные закуски,0.1.0-DRAFT,4,смешать соус,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 12 min / total 18 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0091,VKM-017,Ростбиф с луком и гренкой,Холодные закуски,0.1.0-DRAFT,5,собрать непосредственно перед подачей,CLD-03;CLD-07,"Вторая рабочая поверхность;Весы, ножи, доски холодного участка",CAPEX.CLD.003;CAPEX.CLD.007,MANDATORY,APPROVED_STRUCTURE,COLD_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 12 min / total 18 min; no unsupported split by operation,CLD-03: ≥1200×700; CLD-07: Две рабочие позиции,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0092,VKM-018,Традиционный красный борщ,Супы,0.1.0-DRAFT,1,Приготовить бульон,HOT-05A;HOT-13,"Индукционная плита 4 зоны;GN, противни и горячий инвентарь",CAPEX.HOT.005;CAPEX.HOT.014,MANDATORY,APPROVED_STRUCTURE,BOILING_SAUTE_COOKING,,BLOCKED,Only dish aggregate is available: active 35 min / total 180 min; no unsupported split by operation,HOT-05A: 4 зоны; HOT-13: Совместимость с печами,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0093,VKM-018,Традиционный красный борщ,Супы,0.1.0-DRAFT,2,подготовить овощи,HOT-12;HOT-13,"Столы и полки горячего участка;GN, противни и горячий инвентарь",CAPEX.HOT.013;CAPEX.HOT.014,MANDATORY,APPROVED_STRUCTURE,HOT_PREP_PORTIONING,,BLOCKED,Only dish aggregate is available: active 35 min / total 180 min; no unsupported split by operation,HOT-12: По планировке; HOT-13: Совместимость с печами,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0094,VKM-018,Традиционный красный борщ,Супы,0.1.0-DRAFT,3,выполнить пассеровку свёклы,HOT-05A;HOT-13,"Индукционная плита 4 зоны;GN, противни и горячий инвентарь",CAPEX.HOT.005;CAPEX.HOT.014,MANDATORY,APPROVED_STRUCTURE,BOILING_SAUTE_COOKING,,BLOCKED,Only dish aggregate is available: active 35 min / total 180 min; no unsupported split by operation,HOT-05A: 4 зоны; HOT-13: Совместимость с печами,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0095,VKM-018,Традиционный красный борщ,Супы,0.1.0-DRAFT,4,соединить компоненты,HOT-05A;HOT-13,"Индукционная плита 4 зоны;GN, противни и горячий инвентарь",CAPEX.HOT.005;CAPEX.HOT.014,MANDATORY,APPROVED_STRUCTURE,BOILING_SAUTE_COOKING,,BLOCKED,Only dish aggregate is available: active 35 min / total 180 min; no unsupported split by operation,HOT-05A: 4 зоны; HOT-13: Совместимость с печами,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0096,VKM-018,Традиционный красный борщ,Супы,0.1.0-DRAFT,5,довести вкус,HOT-05A;HOT-13,"Индукционная плита 4 зоны;GN, противни и горячий инвентарь",CAPEX.HOT.005;CAPEX.HOT.014,MANDATORY,APPROVED_STRUCTURE,BOILING_SAUTE_COOKING,,BLOCKED,Only dish aggregate is available: active 35 min / total 180 min; no unsupported split by operation,HOT-05A: 4 зоны; HOT-13: Совместимость с печами,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0097,VKM-018,Традиционный красный борщ,Супы,0.1.0-DRAFT,6,"порционировать с мясом, сметаной и зеленью",HOT-12;HOT-13,"Столы и полки горячего участка;GN, противни и горячий инвентарь",CAPEX.HOT.013;CAPEX.HOT.014,MANDATORY,APPROVED_STRUCTURE,HOT_PREP_PORTIONING,,BLOCKED,Only dish aggregate is available: active 35 min / total 180 min; no unsupported split by operation,HOT-12: По планировке; HOT-13: Совместимость с печами,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0098,VKM-019,Мурманская треска со сливочно-горчичным соусом,Горячие блюда,0.1.0-DRAFT,1,Порционировать треску,HOT-12;HOT-13,"Столы и полки горячего участка;GN, противни и горячий инвентарь",CAPEX.HOT.013;CAPEX.HOT.014,MANDATORY,APPROVED_STRUCTURE,MANUAL_HOT_LINE_PREP,,BLOCKED,Only dish aggregate is available: active 18 min / total 28 min; no unsupported split by operation,HOT-12: По планировке; HOT-13: Совместимость с печами,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0099,VKM-019,Мурманская треска со сливочно-горчичным соусом,Горячие блюда,0.1.0-DRAFT,2,подготовить соус,HOT-05B;HOT-13,"Индукционная плита 2 зоны;GN, противни и горячий инвентарь",CAPEX.HOT.006;CAPEX.HOT.014,MANDATORY,APPROVED_STRUCTURE,SAUCE_COOKING,,BLOCKED,Only dish aggregate is available: active 18 min / total 28 min; no unsupported split by operation,HOT-05B: 2 зоны; HOT-13: Совместимость с печами,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0100,VKM-019,Мурманская треска со сливочно-горчичным соусом,Горячие блюда,0.1.0-DRAFT,3,обработать рыбу и шпинат,HOT-01;HOT-13,"Пароконвектомат;GN, противни и горячий инвентарь",CAPEX.HOT.001;CAPEX.HOT.014,MANDATORY,APPROVED_STRUCTURE,FISH_THERMAL_PROCESS,,BLOCKED,Only dish aggregate is available: active 18 min / total 28 min; no unsupported split by operation,HOT-01: Минимум 6×GN 1/1; программы; термощуп; HOT-13: Совместимость с печами,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0101,VKM-019,Мурманская треска со сливочно-горчичным соусом,Горячие блюда,0.1.0-DRAFT,4,довести соус,HOT-05B;HOT-13,"Индукционная плита 2 зоны;GN, противни и горячий инвентарь",CAPEX.HOT.006;CAPEX.HOT.014,MANDATORY,APPROVED_STRUCTURE,SAUCE_COOKING,,BLOCKED,Only dish aggregate is available: active 18 min / total 28 min; no unsupported split by operation,HOT-05B: 2 зоны; HOT-13: Совместимость с печами,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0102,VKM-019,Мурманская треска со сливочно-горчичным соусом,Горячие блюда,0.1.0-DRAFT,5,собрать и финишировать,HOT-12;HOT-13,"Столы и полки горячего участка;GN, противни и горячий инвентарь",CAPEX.HOT.013;CAPEX.HOT.014,MANDATORY,APPROVED_STRUCTURE,HOT_PREP_ASSEMBLY,,BLOCKED,Only dish aggregate is available: active 18 min / total 28 min; no unsupported split by operation,HOT-12: По планировке; HOT-13: Совместимость с печами,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0103,VKM-020,Креветки по-тайски,Горячие блюда,0.1.0-DRAFT,1,Подготовить креветки и овощи,HOT-12;HOT-13,"Столы и полки горячего участка;GN, противни и горячий инвентарь",CAPEX.HOT.013;CAPEX.HOT.014,MANDATORY,APPROVED_STRUCTURE,MANUAL_HOT_LINE_PREP,,BLOCKED,Only dish aggregate is available: active 20 min / total 30 min; no unsupported split by operation,HOT-12: По планировке; HOT-13: Совместимость с печами,project design requirement,PLANNED,,,BLOCKED,,BLOCKED_NOT_COMPARABLE,Recipe load cannot be compared to the project requirement without tray/form/GN/load and selected-model data,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
EQM-0104,VKM-020,Креветки по-тайски,Горячие блюда,0.1.0-DRAFT,2,приготовить кокосовый соус,HOT-03;HOT-13,"WOK-пост;GN, противни и горячий инвентарь",CAPEX.HOT.003;CAPEX.HOT.014,MANDATORY,APPROVED_STRUCTURE,WOK_COOKING,,BLOCKED,Only dish aggregate is available: active 20 min / total 30 min; no unsupported split by operation,HOT-03: ≥5 порций/час; HOT-13: Совместимость с печами,project design requirement,PLANNED,1,порция,ASSUMPTION_RECIPE_UNIT,1,CALCULATED_FROM_PROJECT_THROUGHPUT,1 portion / project minimum 5 portions per hour; this is not a passport cycle,,,,,,BLOCKED_NO_SELECTED_MODEL_PASSPORT,BLOCKED,BLOCKED,BLOCKED_SELECTED_MODEL_AND_SITE_VALIDATION,ESTIMATE,EVD-0010;EVD-0021;EVD-0022;EVD-0023,2026-08-03,GAP-007;GAP-017;GAP-018;GAP-019,Operations / Engineering / Procurement,Manual operation mapped to an existing work surface/inventory function.,"Chef/Operations time the operation; Procurement supplies selected-model passport; Engineering confirms asset, placement and connections"
